0	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	
0.01	1	1.11	1.198	1.3024	1.38912	1.49674	1.58642	1.69195	1.78392	1.88652	
0.02	1.00132	1.11569	1.19944	1.30317	1.38865	1.49357	1.58633	1.6841	1.78475	1.87334	
0.03	1.00403	1.11706	1.20437	1.30232	1.3986	1.49032	1.59964	1.67617	1.80235	1.8601	
0.04	1.00677	1.1184	1.20932	1.30142	1.40855	1.48694	1.6129	1.66806	1.81985	1.84663	
0.05	1.00953	1.1197	1.21427	1.30048	1.41849	1.4834	1.62612	1.65977	1.83725	1.83294	
0.06	1.01231	1.12097	1.21921	1.29949	1.42841	1.47973	1.63929	1.65131	1.85453	1.81905	
0.07	1.01509	1.12219	1.22416	1.29845	1.43833	1.47592	1.65239	1.64267	1.87169	1.80495	
0.08	1.01789	1.12338	1.22911	1.29736	1.44823	1.47196	1.66544	1.63387	1.88872	1.79067	
0.09	1.0207	1.12453	1.23406	1.29623	1.45811	1.46787	1.67841	1.6249	1.90561	1.7762	
0.1	1.02352	1.12564	1.23901	1.29506	1.46796	1.46364	1.69131	1.61577	1.92234	1.76156	
0.11	1.02635	1.12671	1.24395	1.29384	1.4778	1.45928	1.70412	1.60649	1.93892	1.74676	
0.12	1.0292	1.12774	1.24889	1.29258	1.48761	1.45479	1.71685	1.59706	1.95532	1.7318	
0.13	1.03205	1.12874	1.25383	1.29128	1.49738	1.45017	1.72949	1.58749	1.97155	1.71671	
0.14	1.03492	1.12969	1.25877	1.28993	1.50713	1.44542	1.74203	1.57778	1.98759	1.70148	
0.15	1.0378	1.13061	1.2637	1.28854	1.51684	1.44055	1.75447	1.56794	2.00343	1.68612	
0.16	1.04068	1.13149	1.26862	1.28711	1.52651	1.43555	1.76681	1.55797	2.01907	1.67065	
0.17	1.04358	1.13233	1.27354	1.28564	1.53613	1.43044	1.77903	1.54788	2.0345	1.65508	
0.18	1.04649	1.13313	1.27845	1.28414	1.54572	1.4252	1.79113	1.53767	2.04971	1.63941	
0.19	1.0494	1.13389	1.28336	1.28259	1.55526	1.41985	1.80311	1.52735	2.06468	1.62366	
0.2	1.05233	1.13461	1.28826	1.281	1.56474	1.41439	1.81496	1.51692	2.07942	1.60783	
0.21	1.05526	1.1353	1.29315	1.27938	1.57418	1.40881	1.82668	1.50639	2.09392	1.59193	
0.22	1.0582	1.13594	1.29803	1.27772	1.58355	1.40313	1.83826	1.49577	2.10816	1.57598	
0.23	1.06115	1.13655	1.3029	1.27602	1.59287	1.39734	1.8497	1.48505	2.12215	1.55998	
0.24	1.06411	1.13712	1.30776	1.27429	1.60213	1.39145	1.86099	1.47426	2.13586	1.54394	
0.25	1.06708	1.13765	1.31261	1.27252	1.61132	1.38546	1.87213	1.46338	2.14931	1.52787	
0.26	1.07005	1.13814	1.31745	1.27072	1.62044	1.37937	1.88311	1.45243	2.16248	1.51178	
0.27	1.07304	1.13859	1.32228	1.26889	1.62949	1.37319	1.89394	1.44141	2.17536	1.49568	
0.28	1.07602	1.13901	1.32709	1.26702	1.63847	1.36692	1.90459	1.43033	2.18795	1.47958	
0.29	1.07902	1.13938	1.33189	1.26511	1.64737	1.36055	1.91508	1.4192	2.20025	1.46348	
0.3	1.08202	1.13972	1.33668	1.26318	1.6562	1.3541	1.92539	1.40801	2.21225	1.4474	
0.31	1.08503	1.14002	1.34145	1.26121	1.66494	1.34757	1.93553	1.39677	2.22394	1.43134	
0.32	1.08804	1.14029	1.34621	1.25921	1.6736	1.34096	1.94548	1.3855	2.23532	1.41531	
0.33	1.09106	1.14051	1.35096	1.25718	1.68217	1.33427	1.95525	1.37419	2.24638	1.39932	
0.34	1.09408	1.1407	1.35568	1.25513	1.69065	1.32751	1.96483	1.36285	2.25713	1.38337	
0.35	1.09711	1.14085	1.36039	1.25304	1.69903	1.32067	1.97421	1.35148	2.26756	1.36748	
0.36	1.10014	1.14096	1.36509	1.25092	1.70733	1.31377	1.98341	1.3401	2.27766	1.35165	
0.37	1.10318	1.14104	1.36976	1.24877	1.71552	1.3068	1.9924	1.3287	2.28743	1.33589	
0.38	1.10622	1.14108	1.37442	1.2466	1.72361	1.29977	2.00119	1.31729	2.29688	1.3202	
0.39	1.10927	1.14108	1.37906	1.2444	1.73161	1.29268	2.00978	1.30587	2.30599	1.30459	
0.4	1.11231	1.14105	1.38368	1.24217	1.73949	1.28553	2.01816	1.29446	2.31477	1.28906	
0.41	1.11536	1.14098	1.38828	1.23992	1.74727	1.27833	2.02634	1.28305	2.32321	1.27363	
0.42	1.11842	1.14087	1.39286	1.23763	1.75494	1.27108	2.0343	1.27165	2.33132	1.2583	
0.43	1.12147	1.14073	1.39742	1.23533	1.7625	1.26379	2.04205	1.26026	2.33908	1.24307	
0.44	1.12453	1.14055	1.40196	1.23299	1.76994	1.25645	2.04958	1.24889	2.34651	1.22795	
0.45	1.12759	1.14033	1.40647	1.23064	1.77727	1.24906	2.05689	1.23754	2.3536	1.21294	
0.46	1.13065	1.14009	1.41097	1.22825	1.78448	1.24164	2.06399	1.22622	2.36035	1.19806	
0.47	1.13371	1.1398	1.41544	1.22585	1.79157	1.23419	2.07086	1.21493	2.36676	1.18329	
0.48	1.13678	1.13948	1.41989	1.22342	1.79854	1.2267	2.07751	1.20368	2.37283	1.16866	
0.49	1.13984	1.13913	1.42431	1.22096	1.80538	1.21918	2.08394	1.19246	2.37856	1.15416	
0.5	1.1429	1.13874	1.42871	1.21849	1.8121	1.21163	2.09015	1.18129	2.38396	1.13979	
0.51	1.14597	1.13832	1.43308	1.21599	1.81869	1.20406	2.09613	1.17016	2.38902	1.12556	
0.52	1.14903	1.13786	1.43744	1.21347	1.82516	1.19647	2.10188	1.15909	2.39375	1.11147	
0.53	1.15209	1.13737	1.44176	1.21092	1.83149	1.18887	2.10741	1.14806	2.39815	1.09753	
0.54	1.15515	1.13685	1.44606	1.20835	1.83769	1.18124	2.11272	1.1371	2.40222	1.08374	
0.55	1.15821	1.13629	1.45033	1.20577	1.84376	1.1736	2.11779	1.12619	2.40595	1.0701	
0.56	1.16127	1.13571	1.45458	1.20316	1.84969	1.16596	2.12264	1.11535	2.40937	1.05661	
0.57	1.16433	1.13508	1.45879	1.20053	1.85549	1.1583	2.12726	1.10457	2.41246	1.04328	
0.58	1.16738	1.13443	1.46298	1.19788	1.86114	1.15064	2.13165	1.09386	2.41523	1.03011	
0.59	1.17043	1.13375	1.46714	1.19521	1.86667	1.14298	2.13582	1.08322	2.41769	1.01709	
0.6	1.17348	1.13303	1.47128	1.19252	1.87205	1.13532	2.13977	1.07266	2.41983	1.00424	
0.61	1.17653	1.13228	1.47538	1.18981	1.87729	1.12766	2.14348	1.06217	2.42166	0.991555	
0.62	1.17957	1.1315	1.47946	1.18707	1.88239	1.12001	2.14698	1.05176	2.42318	0.979031	
0.63	1.18261	1.13069	1.4835	1.18433	1.88735	1.11236	2.15025	1.04144	2.42441	0.966672	
0.64	1.18564	1.12986	1.48751	1.18156	1.89217	1.10472	2.15329	1.03119	2.42533	0.95448	
0.65	1.18867	1.12899	1.4915	1.17877	1.89684	1.0971	2.15612	1.02104	2.42596	0.942455	
0.66	1.1917	1.12809	1.49545	1.17596	1.90137	1.08949	2.15873	1.01097	2.4263	0.930598	
